This file contains run/runlet list for all the slugs in run1 after 25 %
mysql> select runlet.run_number,segment_number from runlet, run  where run.run_id=runlet.run_id  and slug=42 and runlet.full_run='false' order by runlet.run_number, segment_number;
+------------+----------------+
| run_number | segment_number |
|      11192 |              1 | 
|      11193 |              0 | 
|      11194 |              0 | 
|      11194 |              1 | 
|      11195 |              0 | 
|      11195 |              1 | 
|      11196 |              0 | 
+------------+----------------+
93 rows in set (0.01 sec)

mysql> select runlet.run_number,segment_number from runlet, run  where run.run_id=runlet.run_id  and runlet.full_run='false' and slug=85;
+------------+----------------+
| run_number | segment_number |
+------------+----------------+
|      11197 |              0 | 
|      11198 |              0 | 
|      11199 |              0 | 
|      11200 |              0 | 
|      11200 |              1 | 
|      11200 |              2 | 
|      11200 |              3 | 
|      11200 |              4 | 
|      11201 |              0 | 
|      11201 |              1 | 
|      11201 |              2 | 
|      11201 |              3 | 
|      11201 |              4 | 
|      11201 |              5 | 
|      11201 |              6 | 
|      11201 |              7 | 
|      11201 |              8 | 
|      11201 |              9 | 
|      11202 |              0 | 
|      11202 |              1 | 
|      11202 |              2 | 
|      11202 |              3 | 
|      11202 |              4 | 
|      11202 |              5 | 
|      11202 |              6 | 
|      11202 |              7 | 
|      11202 |              8 | 
|      11203 |              0 | 
|      11203 |              1 | 
|      11203 |              2 | 
|      11203 |              3 | 
|      11203 |              4 | 
|      11203 |              5 | 
|      11203 |              6 | 
|      11203 |              7 | 
|      11203 |              8 | 
|      11203 |              9 | 
|      11204 |              0 | 
|      11204 |              1 | 
|      11204 |              2 | 
|      11204 |              3 | 
|      11204 |              4 | 
|      11204 |              5 | 
|      11204 |              6 | 
|      11204 |              7 | 
|      11204 |              8 | 
|      11205 |              0 | 
|      11206 |              0 | 
|      11207 |              0 | 
|      11207 |              1 | 
|      11207 |              2 | 
|      11207 |              3 | 
|      11207 |              4 | 
|      11207 |              5 | 
|      11207 |              6 | 
|      11207 |              7 | 
|      11207 |              8 | 
|      11208 |              0 | 
|      11208 |              1 | 
|      11208 |              2 | 
|      11208 |              3 | 
|      11208 |              4 | 
|      11208 |              5 | 
|      11208 |              6 | 
|      11208 |              7 | 
|      11208 |              8 | 
|      11208 |              9 | 
|      11209 |              0 | 
|      11209 |              1 | 
|      11209 |              2 | 
|      11209 |              3 | 
|      11209 |              4 | 
|      11209 |              5 | 
|      11209 |              6 | 
|      11209 |              7 | 
|      11209 |              8 | 
+------------+----------------+
76 rows in set (0.00 sec)

mysql> select runlet.run_number,segment_number from runlet, run  where run.run_id=runlet.run_id  and runlet.full_run='false' and slug=86;
+------------+----------------+
| run_number | segment_number |
+------------+----------------+
|      11210 |              0 | 
|      11211 |              0 | 
|      11212 |              0 | 
|      11213 |              0 | 
|      11213 |              1 | 
|      11213 |              2 | 
|      11213 |              3 | 
|      11213 |              4 | 
|      11213 |              5 | 
|      11213 |              6 | 
|      11213 |              7 | 
|      11213 |              8 | 
|      11213 |              9 | 
|      11214 |              0 | 
|      11214 |              1 | 
|      11214 |              2 | 
|      11214 |              3 | 
|      11214 |              4 | 
|      11215 |              0 | 
|      11216 |              0 | 
|      11216 |              1 | 
|      11216 |              2 | 
|      11216 |              3 | 
|      11216 |              4 | 
|      11216 |              5 | 
|      11216 |              6 | 
|      11216 |              7 | 
|      11216 |              8 | 
|      11216 |              9 | 
|      11217 |              0 | 
|      11217 |              1 | 
|      11217 |              2 | 
|      11217 |              3 | 
|      11217 |              4 | 
|      11217 |              5 | 
|      11217 |              6 | 
|      11217 |              7 | 
|      11217 |              8 | 
|      11218 |              0 | 
|      11218 |              1 | 
|      11218 |              2 | 
|      11218 |              3 | 
|      11218 |              4 | 
|      11218 |              5 | 
|      11218 |              6 | 
|      11219 |              0 | 
|      11219 |              1 | 
|      11219 |              2 | 
|      11219 |              3 | 
|      11219 |              4 | 
|      11219 |              5 | 
|      11219 |              6 | 
|      11219 |              7 | 
|      11219 |              8 | 
|      11220 |              0 | 
|      11220 |              1 | 
|      11220 |              2 | 
|      11220 |              3 | 
|      11220 |              4 | 
|      11220 |              5 | 
|      11220 |              6 | 
|      11220 |              7 | 
|      11220 |              8 | 
|      11220 |              9 | 
|      11221 |              0 | 
|      11221 |              1 | 
|      11221 |              2 | 
|      11221 |              3 | 
|      11221 |              4 | 
|      11221 |              5 | 
|      11221 |              6 | 
|      11221 |              7 | 
+------------+----------------+
72 rows in set (0.01 sec)

mysql> select runlet.run_number,segment_number from runlet, run  where run.run_id=runlet.run_id  and runlet.full_run='false' and slug=87;
+------------+----------------+
| run_number | segment_number |
+------------+----------------+
|      11222 |              0 | 
|      11222 |              1 | 
|      11222 |              2 | 
|      11222 |              3 | 
|      11222 |              4 | 
|      11222 |              5 | 
|      11222 |              6 | 
|      11222 |              7 | 
|      11222 |              8 | 
|      11222 |              9 | 
|      11222 |             10 | 
|      11222 |             11 | 
|      11222 |             12 | 
|      11223 |              0 | 
|      11223 |              1 | 
|      11223 |              2 | 
|      11223 |              3 | 
|      11223 |              4 | 
|      11224 |              0 | 
|      11224 |              1 | 
|      11224 |              2 | 
|      11224 |              3 | 
|      11224 |              4 | 
|      11224 |              5 | 
|      11224 |              6 | 
|      11224 |              7 | 
|      11224 |              8 | 
|      11224 |              9 | 
|      11225 |              0 | 
|      11225 |              1 | 
|      11225 |              2 | 
|      11225 |              3 | 
|      11225 |              4 | 
|      11225 |              5 | 
|      11225 |              6 | 
|      11225 |              7 | 
|      11225 |              8 | 
|      11225 |              9 | 
|      11225 |             10 | 
|      11226 |              0 | 
|      11226 |              1 | 
|      11226 |              2 | 
|      11226 |              3 | 
|      11226 |              4 | 
|      11226 |              5 | 
|      11226 |              6 | 
|      11226 |              7 | 
|      11226 |              8 | 
|      11227 |              0 | 
|      11227 |              1 | 
|      11227 |              2 | 
|      11227 |              3 | 
|      11227 |              4 | 
|      11227 |              5 | 
|      11227 |              6 | 
|      11227 |              7 | 
|      11227 |              8 | 
|      11227 |              9 | 
|      11228 |              0 | 
|      11228 |              1 | 
|      11228 |              2 | 
|      11228 |              3 | 
|      11228 |              4 | 
|      11228 |              5 | 
|      11228 |              6 | 
|      11228 |              7 | 
|      11228 |              8 | 
|      11229 |              0 | 
+------------+----------------+
68 rows in set (0.00 sec)

mysql> select runlet.run_number,segment_number from runlet, run  where run.run_id=runlet.run_id  and runlet.full_run='false' and slug=88;
+------------+----------------+
| run_number | segment_number |
+------------+----------------+
|      11230 |              0 | 
|      11230 |              1 | 
|      11230 |              2 | 
|      11230 |              3 | 
|      11230 |              4 | 
|      11230 |              5 | 
|      11230 |              6 | 
|      11230 |              7 | 
|      11230 |              8 | 
|      11230 |              9 | 
|      11231 |              0 | 
|      11231 |              1 | 
|      11231 |              2 | 
|      11231 |              3 | 
|      11231 |              4 | 
|      11231 |              5 | 
|      11231 |              6 | 
|      11231 |              7 | 
|      11231 |              8 | 
|      11232 |              0 | 
|      11232 |              1 | 
|      11232 |              2 | 
|      11232 |              3 | 
|      11232 |              4 | 
|      11232 |              5 | 
|      11232 |              6 | 
|      11232 |              7 | 
|      11232 |              8 | 
|      11233 |              0 | 
|      11233 |              1 | 
|      11233 |              2 | 
|      11233 |              3 | 
|      11233 |              4 | 
|      11233 |              5 | 
|      11233 |              6 | 
|      11233 |              7 | 
|      11233 |              8 | 
|      11234 |              0 | 
|      11234 |              1 | 
|      11234 |              2 | 
|      11234 |              3 | 
|      11234 |              4 | 
|      11234 |              5 | 
|      11234 |              6 | 
|      11234 |              7 | 
|      11234 |              8 | 
|      11235 |              0 | 
|      11235 |              1 | 
|      11235 |              2 | 
|      11235 |              3 | 
|      11235 |              4 | 
|      11235 |              5 | 
|      11235 |              6 | 
|      11235 |              7 | 
|      11235 |              8 | 
|      11235 |              9 | 
|      11236 |              0 | 
|      11236 |              1 | 
|      11236 |              2 | 
|      11236 |              3 | 
|      11236 |              4 | 
|      11236 |              5 | 
|      11236 |              6 | 
|      11236 |              7 | 
|      11236 |              8 | 
|      11237 |              0 | 
|      11237 |              1 | 
|      11237 |              2 | 
|      11237 |              3 | 
|      11237 |              4 | 
|      11237 |              5 | 
|      11237 |              6 | 
|      11237 |              7 | 
|      11237 |              8 | 
+------------+----------------+
74 rows in set (0.01 sec)

mysql> select runlet.run_number,segment_number from runlet, run  where run.run_id=runlet.run_id  and runlet.full_run='false' and slug=89;
+------------+----------------+
| run_number | segment_number |
+------------+----------------+
|      11238 |              0 | 
|      11239 |              0 | 
|      11239 |              1 | 
|      11239 |              2 | 
|      11239 |              3 | 
|      11239 |              4 | 
|      11239 |              5 | 
|      11239 |              6 | 
|      11239 |              7 | 
|      11239 |              8 | 
|      11240 |              0 | 
|      11240 |              1 | 
|      11240 |              2 | 
|      11240 |              3 | 
|      11240 |              4 | 
|      11240 |              5 | 
|      11240 |              6 | 
|      11240 |              7 | 
|      11240 |              8 | 
|      11241 |              0 | 
|      11241 |              1 | 
|      11241 |              2 | 
|      11241 |              3 | 
|      11241 |              4 | 
|      11241 |              5 | 
|      11241 |              6 | 
|      11241 |              7 | 
|      11241 |              8 | 
|      11241 |              9 | 
|      11242 |              0 | 
|      11242 |              1 | 
|      11242 |              2 | 
|      11242 |              3 | 
|      11242 |              4 | 
|      11242 |              5 | 
|      11242 |              6 | 
|      11242 |              7 | 
|      11242 |              8 | 
|      11242 |              9 | 
|      11243 |              0 | 
|      11243 |              1 | 
|      11243 |              2 | 
|      11243 |              3 | 
|      11243 |              4 | 
|      11243 |              5 | 
|      11243 |              6 | 
|      11243 |              7 | 
|      11243 |              8 | 
|      11243 |              9 | 
|      11243 |             10 | 
|      11244 |              0 | 
|      11244 |              1 | 
|      11244 |              2 | 
|      11244 |              3 | 
|      11244 |              4 | 
|      11244 |              5 | 
|      11244 |              6 | 
|      11244 |              7 | 
|      11244 |              8 | 
|      11245 |              0 | 
|      11245 |              1 | 
|      11245 |              2 | 
|      11245 |              3 | 
|      11245 |              4 | 
|      11245 |              5 | 
|      11245 |              6 | 
|      11245 |              7 | 
|      11245 |              8 | 
+------------+----------------+
68 rows in set (0.01 sec)

mysql> select runlet.run_number,segment_number from runlet, run  where run.run_id=runlet.run_id  and runlet.full_run='false' and slug=90;
+------------+----------------+
| run_number | segment_number |
+------------+----------------+
|      11246 |              0 | 
|      11247 |              0 | 
|      11247 |              1 | 
|      11248 |              0 | 
|      11248 |              1 | 
|      11248 |              2 | 
|      11248 |              3 | 
|      11248 |              4 | 
|      11248 |              5 | 
|      11248 |              6 | 
|      11248 |              7 | 
|      11248 |              8 | 
|      11248 |              9 | 
|      11249 |              0 | 
|      11249 |              1 | 
|      11249 |              2 | 
|      11249 |              3 | 
|      11249 |              4 | 
|      11249 |              5 | 
|      11249 |              6 | 
|      11249 |              7 | 
|      11249 |              8 | 
|      11249 |              9 | 
|      11250 |              0 | 
|      11250 |              1 | 
|      11250 |              2 | 
|      11250 |              3 | 
|      11250 |              4 | 
|      11250 |              5 | 
|      11250 |              6 | 
|      11250 |              7 | 
|      11250 |              8 | 
|      11250 |              9 | 
|      11251 |              0 | 
|      11251 |              1 | 
|      11251 |              2 | 
|      11251 |              3 | 
|      11251 |              4 | 
|      11251 |              5 | 
|      11251 |              6 | 
|      11251 |              7 | 
|      11251 |              8 | 
|      11252 |              0 | 
|      11252 |              1 | 
|      11252 |              2 | 
|      11252 |              3 | 
|      11252 |              4 | 
|      11252 |              5 | 
|      11252 |              6 | 
|      11252 |              7 | 
|      11252 |              8 | 
|      11253 |              0 | 
|      11253 |              1 | 
|      11253 |              2 | 
|      11253 |              3 | 
|      11253 |              4 | 
|      11253 |              5 | 
|      11253 |              6 | 
|      11253 |              7 | 
|      11253 |              8 | 
|      11253 |              9 | 
|      11254 |              0 | 
|      11254 |              1 | 
|      11254 |              2 | 
|      11254 |              3 | 
|      11254 |              4 | 
|      11254 |              5 | 
|      11254 |              6 | 
|      11254 |              7 | 
+------------+----------------+
69 rows in set (0.01 sec)

mysql> select runlet.run_number,segment_number from runlet, run  where run.run_id=runlet.run_id  and runlet.full_run='false' and slug=91;
+------------+----------------+
| run_number | segment_number |
+------------+----------------+
|      11255 |              0 | 
|      11256 |              0 | 
|      11256 |              1 | 
|      11256 |              2 | 
|      11256 |              3 | 
|      11256 |              4 | 
|      11256 |              5 | 
|      11256 |              6 | 
|      11256 |              7 | 
|      11256 |              8 | 
|      11257 |              0 | 
|      11257 |              1 | 
|      11257 |              2 | 
|      11257 |              3 | 
|      11257 |              4 | 
|      11257 |              5 | 
|      11257 |              6 | 
|      11257 |              7 | 
|      11257 |              8 | 
|      11257 |              9 | 
|      11258 |              0 | 
|      11258 |              1 | 
|      11258 |              2 | 
|      11258 |              3 | 
|      11258 |              4 | 
|      11258 |              5 | 
|      11258 |              6 | 
|      11258 |              7 | 
|      11258 |              8 | 
|      11259 |              0 | 
|      11259 |              1 | 
|      11259 |              2 | 
|      11259 |              3 | 
|      11259 |              4 | 
|      11259 |              5 | 
|      11259 |              6 | 
|      11259 |              7 | 
|      11260 |              0 | 
|      11260 |              1 | 
|      11260 |              2 | 
|      11260 |              3 | 
|      11260 |              4 | 
|      11260 |              5 | 
|      11260 |              6 | 
|      11260 |              7 | 
|      11260 |              8 | 
|      11260 |              9 | 
|      11261 |              0 | 
|      11261 |              1 | 
|      11261 |              2 | 
|      11261 |              3 | 
|      11261 |              4 | 
|      11261 |              5 | 
|      11261 |              6 | 
|      11261 |              7 | 
|      11261 |              8 | 
|      11262 |              0 | 
|      11262 |              1 | 
|      11262 |              2 | 
|      11262 |              3 | 
|      11262 |              4 | 
|      11262 |              5 | 
|      11262 |              6 | 
|      11262 |              7 | 
|      11262 |              8 | 
|      11262 |              9 | 
|      11263 |              0 | 
|      11263 |              1 | 
|      11263 |              2 | 
|      11263 |              3 | 
|      11263 |              4 | 
|      11263 |              5 | 
|      11263 |              6 | 
|      11263 |              7 | 
|      11263 |              8 | 
|      11263 |              9 | 
+------------+----------------+
76 rows in set (0.01 sec)

mysql> select runlet.run_number,segment_number from runlet, run  where run.run_id=runlet.run_id  and runlet.full_run='false' and slug=92;
+------------+----------------+
| run_number | segment_number |
+------------+----------------+
|      11264 |              0 | 
|      11265 |              0 | 
|      11265 |              1 | 
|      11265 |              2 | 
|      11266 |              0 | 
|      11266 |              1 | 
|      11266 |              2 | 
|      11266 |              3 | 
|      11266 |              4 | 
|      11266 |              5 | 
|      11266 |              6 | 
|      11266 |              7 | 
|      11266 |              8 | 
|      11266 |              9 | 
|      11267 |              0 | 
|      11267 |              1 | 
|      11267 |              2 | 
|      11267 |              3 | 
|      11267 |              4 | 
|      11267 |              5 | 
|      11267 |              6 | 
|      11267 |              7 | 
|      11267 |              8 | 
|      11268 |              0 | 
|      11268 |              1 | 
|      11268 |              2 | 
|      11268 |              3 | 
|      11268 |              4 | 
|      11268 |              5 | 
|      11268 |              6 | 
|      11268 |              7 | 
|      11268 |              8 | 
|      11268 |              9 | 
|      11269 |              0 | 
|      11269 |              1 | 
|      11269 |              2 | 
|      11269 |              3 | 
|      11269 |              4 | 
|      11269 |              5 | 
|      11269 |              6 | 
|      11269 |              7 | 
|      11269 |              8 | 
|      11269 |              9 | 
|      11270 |              0 | 
|      11270 |              1 | 
|      11270 |              2 | 
|      11270 |              3 | 
|      11270 |              4 | 
|      11271 |              0 | 
|      11271 |              1 | 
|      11271 |              2 | 
|      11271 |              3 | 
|      11271 |              4 | 
|      11271 |              5 | 
|      11271 |              6 | 
|      11271 |              7 | 
|      11271 |              8 | 
|      11272 |              0 | 
|      11272 |              1 | 
|      11272 |              2 | 
|      11272 |              3 | 
|      11272 |              4 | 
|      11272 |              5 | 
|      11272 |              6 | 
|      11272 |              7 | 
|      11272 |              8 | 
|      11273 |              0 | 
|      11273 |              1 | 
|      11273 |              2 | 
|      11273 |              3 | 
|      11273 |              4 | 
|      11273 |              5 | 
|      11273 |              6 | 
|      11273 |              7 | 
|      11273 |              8 | 
|      11273 |              9 | 
+------------+----------------+
76 rows in set (0.01 sec)

mysql> select runlet.run_number,segment_number from runlet, run  where run.run_id=runlet.run_id  and runlet.full_run='false' and slug=93;
+------------+----------------+
| run_number | segment_number |
+------------+----------------+
|      11274 |              0 | 
|      11274 |              1 | 
|      11275 |              0 | 
|      11276 |              0 | 
|      11276 |              1 | 
|      11276 |              2 | 
|      11276 |              3 | 
|      11276 |              4 | 
|      11276 |              5 | 
|      11276 |              6 | 
|      11276 |              7 | 
|      11276 |              8 | 
|      11276 |              9 | 
|      11277 |              0 | 
|      11277 |              1 | 
|      11277 |              2 | 
|      11277 |              3 | 
|      11277 |              4 | 
|      11277 |              5 | 
|      11277 |              6 | 
|      11277 |              7 | 
|      11277 |              8 | 
|      11277 |              9 | 
|      11278 |              0 | 
|      11278 |              1 | 
|      11278 |              2 | 
|      11278 |              3 | 
|      11278 |              4 | 
|      11278 |              5 | 
|      11278 |              6 | 
|      11278 |              7 | 
|      11279 |              0 | 
|      11279 |              1 | 
|      11279 |              2 | 
|      11279 |              3 | 
|      11279 |              4 | 
|      11279 |              5 | 
|      11279 |              6 | 
|      11279 |              7 | 
|      11279 |              8 | 
|      11280 |              0 | 
|      11280 |              1 | 
|      11280 |              2 | 
|      11280 |              3 | 
|      11280 |              4 | 
|      11280 |              5 | 
|      11280 |              6 | 
|      11280 |              7 | 
|      11280 |              8 | 
|      11281 |              0 | 
|      11281 |              1 | 
|      11281 |              2 | 
|      11281 |              3 | 
|      11281 |              4 | 
|      11281 |              5 | 
|      11281 |              6 | 
|      11281 |              7 | 
|      11281 |              8 | 
|      11282 |              0 | 
|      11282 |              1 | 
|      11282 |              2 | 
|      11282 |              3 | 
|      11282 |              4 | 
|      11282 |              5 | 
|      11282 |              6 | 
|      11282 |              7 | 
|      11282 |              8 | 
|      11283 |              0 | 
|      11283 |              1 | 
|      11283 |              2 | 
|      11283 |              3 | 
|      11283 |              4 | 
|      11283 |              5 | 
|      11283 |              6 | 
|      11283 |              7 | 
|      11283 |              8 | 
+------------+----------------+
76 rows in set (0.01 sec)

mysql> select runlet.run_number,segment_number from runlet, run  where run.run_id=runlet.run_id  and runlet.full_run='false' and slug=94;
+------------+----------------+
| run_number | segment_number |
+------------+----------------+
|      11284 |              0 | 
|      11285 |              0 | 
|      11286 |              0 | 
|      11286 |              1 | 
|      11286 |              2 | 
|      11286 |              3 | 
|      11286 |              4 | 
|      11286 |              5 | 
|      11286 |              6 | 
|      11286 |              7 | 
|      11286 |              8 | 
|      11287 |              0 | 
|      11287 |              1 | 
|      11287 |              2 | 
|      11287 |              3 | 
|      11287 |              4 | 
|      11287 |              5 | 
|      11287 |              6 | 
|      11287 |              7 | 
|      11287 |              8 | 
|      11287 |              9 | 
|      11287 |             10 | 
|      11288 |              0 | 
|      11288 |              1 | 
|      11288 |              2 | 
|      11288 |              3 | 
|      11288 |              4 | 
|      11289 |              0 | 
|      11289 |              1 | 
|      11289 |              2 | 
|      11289 |              3 | 
|      11289 |              4 | 
|      11290 |              0 | 
|      11290 |              1 | 
|      11290 |              2 | 
|      11290 |              3 | 
|      11290 |              4 | 
|      11290 |              5 | 
|      11290 |              6 | 
|      11290 |              7 | 
|      11290 |              8 | 
|      11290 |              9 | 
|      11291 |              0 | 
|      11291 |              1 | 
|      11291 |              2 | 
|      11291 |              3 | 
|      11291 |              4 | 
|      11291 |              5 | 
|      11291 |              6 | 
|      11291 |              7 | 
|      11291 |              8 | 
|      11292 |              0 | 
|      11292 |              1 | 
|      11292 |              2 | 
|      11292 |              3 | 
+------------+----------------+
55 rows in set (0.00 sec)

mysql> select runlet.run_number,segment_number from runlet, run  where run.run_id=runlet.run_id  and runlet.full_run='false' and slug=95;
+------------+----------------+
| run_number | segment_number |
+------------+----------------+
|      11293 |              0 | 
|      11293 |              1 | 
|      11293 |              2 | 
|      11293 |              3 | 
|      11294 |              0 | 
|      11294 |              1 | 
|      11294 |              2 | 
|      11294 |              3 | 
|      11294 |              4 | 
|      11294 |              5 | 
|      11294 |              6 | 
|      11294 |              7 | 
|      11294 |              8 | 
|      11294 |              9 | 
|      11295 |              0 | 
|      11295 |              1 | 
|      11295 |              2 | 
|      11295 |              3 | 
|      11295 |              4 | 
|      11295 |              5 | 
|      11295 |              6 | 
|      11295 |              7 | 
|      11295 |              8 | 
|      11295 |              9 | 
|      11296 |              0 | 
|      11296 |              1 | 
|      11296 |              2 | 
|      11296 |              3 | 
|      11296 |              4 | 
|      11296 |              5 | 
|      11296 |              6 | 
|      11296 |              7 | 
|      11296 |              8 | 
|      11297 |              0 | 
|      11297 |              1 | 
|      11297 |              2 | 
|      11298 |              0 | 
|      11298 |              1 | 
|      11299 |              0 | 
|      11299 |              1 | 
|      11299 |              2 | 
|      11300 |              0 | 
|      11300 |              1 | 
|      11300 |              2 | 
|      11300 |              3 | 
|      11300 |              4 | 
|      11300 |              5 | 
|      11300 |              6 | 
|      11300 |              7 | 
|      11300 |              8 | 
|      11300 |              9 | 
|      11300 |             10 | 
|      11300 |             11 | 
|      11301 |              0 | 
|      11301 |              1 | 
|      11301 |              2 | 
|      11301 |              3 | 
|      11301 |              4 | 
|      11301 |              5 | 
|      11301 |              6 | 
|      11301 |              7 | 
|      11301 |              8 | 
|      11302 |              0 | 
|      11302 |              1 | 
|      11302 |              2 | 
|      11302 |              3 | 
|      11302 |              4 | 
|      11302 |              5 | 
|      11302 |              6 | 
|      11302 |              7 | 
|      11302 |              8 | 
|      11303 |              0 | 
|      11303 |              1 | 
|      11303 |              2 | 
|      11303 |              3 | 
|      11303 |              4 | 
|      11303 |              5 | 
|      11303 |              6 | 
|      11303 |              7 | 
|      11303 |              8 | 
|      11303 |              9 | 
|      11304 |              0 | 
+------------+----------------+
82 rows in set (0.01 sec)

mysql> select runlet.run_number,segment_number from runlet, run  where run.run_id=runlet.run_id  and runlet.full_run='false' and slug=96;
+------------+----------------+
| run_number | segment_number |
+------------+----------------+
|      11305 |              0 | 
|      11305 |              1 | 
|      11305 |              2 | 
|      11305 |              3 | 
|      11305 |              4 | 
|      11306 |              0 | 
|      11306 |              1 | 
|      11306 |              2 | 
|      11307 |              0 | 
|      11307 |              1 | 
|      11308 |              0 | 
|      11309 |              0 | 
|      11310 |              0 | 
|      11310 |              1 | 
|      11310 |              2 | 
|      11310 |              3 | 
|      11310 |              4 | 
|      11310 |              5 | 
|      11310 |              6 | 
|      11310 |              7 | 
|      11310 |              8 | 
|      11311 |              0 | 
|      11311 |              1 | 
|      11311 |              2 | 
|      11311 |              3 | 
|      11311 |              4 | 
|      11311 |              5 | 
|      11311 |              6 | 
|      11311 |              7 | 
|      11311 |              8 | 
|      11312 |              0 | 
|      11312 |              1 | 
|      11312 |              2 | 
|      11312 |              3 | 
|      11312 |              4 | 
|      11312 |              5 | 
|      11312 |              6 | 
|      11312 |              7 | 
|      11312 |              8 | 
|      11313 |              0 | 
|      11313 |              1 | 
|      11313 |              2 | 
|      11313 |              3 | 
|      11313 |              4 | 
|      11313 |              5 | 
|      11313 |              6 | 
|      11313 |              7 | 
|      11313 |              8 | 
|      11314 |              0 | 
|      11314 |              1 | 
|      11314 |              2 | 
|      11314 |              3 | 
|      11314 |              4 | 
|      11314 |              5 | 
|      11314 |              6 | 
|      11314 |              7 | 
|      11314 |              8 | 
|      11314 |              9 | 
|      11315 |              0 | 
|      11315 |              1 | 
|      11315 |              2 | 
|      11315 |              3 | 
|      11315 |              4 | 
|      11315 |              5 | 
|      11315 |              6 | 
|      11315 |              7 | 
|      11315 |              8 | 
|      11315 |              9 | 
|      11316 |              0 | 
|      11337 |              0 | 
|      11338 |              0 | 
|      11338 |              1 | 
|      11338 |              2 | 
|      11338 |              3 | 
|      11338 |              4 | 
|      11338 |              5 | 
|      11338 |              6 | 
|      11338 |              7 | 
|      11338 |              8 | 
|      11338 |              9 | 
|      11339 |              0 | 
|      11339 |              1 | 
|      11339 |              2 | 
|      11339 |              3 | 
|      11339 |              4 | 
|      11339 |              5 | 
|      11339 |              6 | 
|      11339 |              7 | 
|      11339 |              8 | 
|      11339 |              9 | 
|      11340 |              0 | 
|      11340 |              1 | 
|      11340 |              2 | 
|      11340 |              3 | 
|      11340 |              4 | 
|      11340 |              5 | 
|      11340 |              6 | 
|      11340 |              7 | 
|      11340 |              8 | 
|      11340 |              9 | 
|      11341 |              0 | 
|      11341 |              1 | 
|      11341 |              2 | 
|      11341 |              3 | 
|      11341 |              4 | 
|      11341 |              5 | 
|      11341 |              6 | 
|      11341 |              7 | 
|      11342 |              0 | 
|      11342 |              1 | 
|      11342 |              2 | 
|      11342 |              3 | 
|      11342 |              4 | 
|      11342 |              5 | 
|      11342 |              6 | 
|      11342 |              7 | 
|      11342 |              8 | 
|      11342 |              9 | 
|      11343 |              0 | 
+------------+----------------+
119 rows in set (0.01 sec)

mysql> select runlet.run_number,segment_number from runlet, run  where run.run_id=runlet.run_id  and runlet.full_run='false' and slug=97;
+------------+----------------+
| run_number | segment_number |
+------------+----------------+
|      11344 |              0 | 
|      11345 |              0 | 
|      11345 |              1 | 
|      11346 |              0 | 
|      11346 |              1 | 
|      11346 |              2 | 
|      11346 |              3 | 
|      11346 |              4 | 
|      11346 |              5 | 
|      11346 |              6 | 
|      11346 |              7 | 
|      11346 |              8 | 
|      11347 |              0 | 
|      11347 |              1 | 
|      11347 |              2 | 
|      11347 |              3 | 
|      11347 |              4 | 
|      11347 |              5 | 
|      11347 |              6 | 
|      11347 |              7 | 
|      11347 |              8 | 
|      11347 |              9 | 
|      11348 |              0 | 
|      11348 |              1 | 
|      11348 |              2 | 
|      11348 |              3 | 
|      11349 |              0 | 
|      11349 |              1 | 
|      11349 |              2 | 
|      11349 |              3 | 
|      11349 |              4 | 
|      11349 |              5 | 
|      11349 |              6 | 
|      11349 |              7 | 
|      11349 |              8 | 
|      11350 |              0 | 
|      11350 |              1 | 
|      11350 |              2 | 
|      11350 |              3 | 
|      11350 |              4 | 
|      11350 |              5 | 
|      11350 |              6 | 
|      11350 |              7 | 
|      11350 |              8 | 
|      11350 |              9 | 
|      11351 |              0 | 
|      11351 |              1 | 
|      11351 |              2 | 
|      11351 |              3 | 
|      11352 |              0 | 
|      11353 |              0 | 
|      11354 |              0 | 
+------------+----------------+
52 rows in set (0.01 sec)

mysql> select runlet.run_number,segment_number from runlet, run  where run.run_id=runlet.run_id  and runlet.full_run='false' and slug=98;
+------------+----------------+
| run_number | segment_number |
+------------+----------------+
|      11368 |              0 | 
|      11368 |              1 | 
|      11368 |              2 | 
|      11368 |              3 | 
|      11368 |              4 | 
|      11369 |              0 | 
|      11369 |              1 | 
|      11369 |              2 | 
|      11370 |              0 | 
|      11371 |              0 | 
|      11372 |              0 | 
|      11372 |              1 | 
|      11372 |              2 | 
|      11372 |              3 | 
|      11372 |              4 | 
|      11372 |              5 | 
|      11372 |              6 | 
|      11372 |              7 | 
|      11372 |              8 | 
|      11372 |              9 | 
|      11372 |             10 | 
|      11372 |             11 | 
|      11372 |             12 | 
|      11373 |              0 | 
|      11373 |              1 | 
|      11373 |              2 | 
|      11373 |              3 | 
|      11373 |              4 | 
|      11373 |              5 | 
|      11373 |              6 | 
|      11373 |              7 | 
|      11373 |              8 | 
|      11374 |              0 | 
|      11374 |              1 | 
|      11375 |              0 | 
|      11375 |              1 | 
|      11376 |              0 | 
|      11376 |              1 | 
|      11376 |              2 | 
|      11376 |              3 | 
|      11376 |              4 | 
|      11377 |              0 | 
|      11377 |              1 | 
|      11377 |              2 | 
|      11377 |              3 | 
|      11377 |              4 | 
|      11377 |              5 | 
|      11377 |              6 | 
|      11377 |              7 | 
|      11378 |              0 | 
|      11378 |              1 | 
|      11378 |              2 | 
|      11378 |              3 | 
|      11378 |              4 | 
|      11379 |              0 | 
|      11379 |              1 | 
|      11379 |              2 | 
